ID,Date,Symbol,Open,High,Low,Close,Volume,Pct_Change
2023-03-01 COST,2023-03-01,COST,481.1,482.575,475.02,478.67,1759327,-1.14
2023-03-02 COST,2023-03-02,COST,477.36,487.43,475.5618,485.69,2407400,1.47
2023-03-03 COST,2023-03-03,COST,474.83,476.0,465.33,475.26,5354214,-2.15
2023-03-06 COST,2023-03-06,COST,476.52,488.8174,475.52,483.08,3104742,1.65
2023-03-07 COST,2023-03-07,COST,486.1,495.21,485.0,485.15,2659077,0.43
2023-03-08 COST,2023-03-08,COST,483.0,486.88,481.1401,486.04,1548504,0.18
2023-03-09 COST,2023-03-09,COST,487.48,490.0,478.62,479.52,1629402,-1.34
2023-03-10 COST,2023-03-10,COST,478.98,480.46,468.38,471.14,2123002,-1.75
2023-03-13 COST,2023-03-13,COST,466.8,476.69,466.8,472.0,1799597,0.18
2023-03-14 COST,2023-03-14,COST,475.43,485.16,473.0,481.92,2422900,2.1
2023-03-15 COST,2023-03-15,COST,481.51,487.02,478.54,485.66,2226309,0.78
2023-03-16 COST,2023-03-16,COST,484.93,488.14,482.76,487.26,1980652,0.33
2023-03-17 COST,2023-03-17,COST,489.07,489.9,481.51,487.05,3959291,-0.04
2023-03-20 COST,2023-03-20,COST,488.0,490.79,485.72,489.29,1624017,0.46
2023-03-21 COST,2023-03-21,COST,493.0,493.0,485.99,490.85,1663959,0.32
2023-03-22 COST,2023-03-22,COST,489.46,496.62,487.35,487.52,1299654,-0.68
2023-03-23 COST,2023-03-23,COST,490.69,493.25,484.29,487.76,1566000,0.05
2023-03-24 COST,2023-03-24,COST,486.94,495.97,486.5558,495.27,1636784,1.54
2023-03-27 COST,2023-03-27,COST,497.28,499.8577,492.51,493.22,1452077,-0.41
2023-03-28 COST,2023-03-28,COST,492.61,494.0624,485.41,486.77,1407839,-1.31
2023-03-29 COST,2023-03-29,COST,489.2,491.3,485.9,490.87,1642982,0.84
2023-03-30 COST,2023-03-30,COST,493.0,495.7436,491.0,491.48,1545533,0.12
2023-03-31 COST,2023-03-31,COST,495.0,498.36,493.94,496.87,2082044,1.1
2023-04-03 COST,2023-04-03,COST,496.5,499.2,495.0,497.03,1804653,0.03
2023-04-04 COST,2023-04-04,COST,496.5,502.5762,495.5,497.73,1913281,0.14
2023-04-05 COST,2023-04-05,COST,499.0,504.13,495.155,497.13,1941503,-0.12
2023-04-06 COST,2023-04-06,COST,482.0,487.85,477.5,485.98,4114702,-2.24
2023-04-10 COST,2023-04-10,COST,483.9,493.9034,481.66,493.83,1653593,1.62
2023-04-11 COST,2023-04-11,COST,493.83,499.99,493.0,498.65,1547381,0.98
2023-04-12 COST,2023-04-12,COST,500.0,500.05,488.54,489.35,2063696,-1.87
2023-04-13 COST,2023-04-13,COST,493.49,498.44,490.31,497.89,1600513,1.75
2023-04-14 COST,2023-04-14,COST,496.19,500.37,490.16,491.3,1675297,-1.32
2023-04-17 COST,2023-04-17,COST,492.77,497.89,491.15,493.94,1410658,0.54
2023-04-18 COST,2023-04-18,COST,496.1,497.63,494.115,496.9,1339585,0.6
2023-04-19 COST,2023-04-19,COST,497.13,497.99,493.83,496.03,1098758,-0.18
2023-04-20 COST,2023-04-20,COST,495.75,510.66,495.51,505.58,2936493,1.93
2023-04-21 COST,2023-04-21,COST,509.37,510.64,505.46,506.35,1508643,0.15
2023-04-24 COST,2023-04-24,COST,506.1,511.69,505.81,511.42,1374117,1.0
2023-04-25 COST,2023-04-25,COST,511.13,513.13,502.26,503.17,1789883,-1.61
2023-04-26 COST,2023-04-26,COST,500.42,502.87,493.39,494.66,1420900,-1.69
2023-04-27 COST,2023-04-27,COST,494.83,502.26,494.83,501.27,1361583,1.34
2023-04-28 COST,2023-04-28,COST,501.56,504.83,500.64,503.22,1170249,0.39
2023-05-01 COST,2023-05-01,COST,499.15,500.05,488.8,493.59,2203182,-1.91
2023-05-02 COST,2023-05-02,COST,495.0,495.68,489.81,494.81,1940805,0.25
2023-05-03 COST,2023-05-03,COST,496.6,498.78,489.6615,490.06,1426432,-0.96
2023-05-04 COST,2023-05-04,COST,488.94,490.91,485.93,490.34,1487048,0.06
2023-05-05 COST,2023-05-05,COST,493.2,499.4,492.98,499.06,1709239,1.78
2023-05-08 COST,2023-05-08,COST,497.37,500.2499,495.7,499.06,1015210,0.0
2023-05-09 COST,2023-05-09,COST,496.96,501.74,496.39,500.79,1571815,0.35
2023-05-10 COST,2023-05-10,COST,501.95,504.9731,495.1,499.66,1257622,-0.23
2023-05-11 COST,2023-05-11,COST,499.51,503.0,497.55,501.89,1046730,0.45
2023-05-12 COST,2023-05-12,COST,503.17,506.03,501.2,504.07,1472794,0.43
2023-05-15 COST,2023-05-15,COST,504.01,504.995,498.86,502.04,1135682,-0.4
2023-05-16 COST,2023-05-16,COST,500.0,500.29,494.3,496.15,1230357,-1.17
2023-05-17 COST,2023-05-17,COST,498.0,498.01,491.895,495.0,2069473,-0.23
2023-05-18 COST,2023-05-18,COST,495.0,498.6,494.08,498.1,2298859,0.63
2023-05-19 COST,2023-05-19,COST,499.39,499.39,493.92,496.52,1635036,-0.32
2023-05-22 COST,2023-05-22,COST,497.0,497.0,488.54,491.87,1943758,-0.94
2023-05-23 COST,2023-05-23,COST,487.17,487.17,482.97,484.87,1800161,-1.42
2023-05-24 COST,2023-05-24,COST,487.25,487.25,480.91,482.76,1600596,-0.44
2023-05-25 COST,2023-05-25,COST,480.21,488.5399,476.75,486.55,3421937,0.79
2023-05-26 COST,2023-05-26,COST,485.65,510.75,484.12,507.26,5302638,4.26
2023-05-30 COST,2023-05-30,COST,509.785,514.795,501.59,508.03,2544804,0.15
2023-05-31 COST,2023-05-31,COST,508.86,513.865,504.95,511.56,3316044,0.69
2023-06-01 COST,2023-06-01,COST,509.33,513.74,502.1,512.6,2407734,0.2
2023-06-02 COST,2023-06-02,COST,510.32,518.5,509.4,512.59,2284798,-0.0
2023-06-05 COST,2023-06-05,COST,512.59,518.915,512.02,518.25,2023528,1.1
2023-06-06 COST,2023-06-06,COST,518.25,518.63,512.76,516.26,1410270,-0.38
2023-06-07 COST,2023-06-07,COST,514.51,519.29,510.57,511.23,1784661,-0.97
2023-06-08 COST,2023-06-08,COST,512.5,520.2876,512.5,520.09,1530979,1.73
2023-06-09 COST,2023-06-09,COST,518.19,522.06,515.5,517.28,1287649,-0.54
2023-06-12 COST,2023-06-12,COST,517.28,521.27,516.0,520.97,1405065,0.71
2023-06-13 COST,2023-06-13,COST,522.02,522.95,517.91,522.02,1204672,0.2
2023-06-14 COST,2023-06-14,COST,525.0,527.8541,523.14,527.2,1841361,0.99
2023-06-15 COST,2023-06-15,COST,529.0,531.26,526.66,529.18,1871610,0.38
2023-06-16 COST,2023-06-16,COST,530.1,530.42,522.63,523.65,3147777,-1.05
2023-06-20 COST,2023-06-20,COST,521.95,522.9,518.14,519.7,1684741,-0.75
2023-06-21 COST,2023-06-21,COST,517.91,521.64,516.54,519.62,1273579,-0.02
2023-06-22 COST,2023-06-22,COST,520.69,524.68,519.68,524.2,1114175,0.88
2023-06-23 COST,2023-06-23,COST,523.13,525.4,519.34,524.44,1434348,0.05
2023-06-26 COST,2023-06-26,COST,524.4,524.87,521.26,523.42,1278456,-0.19
2023-06-27 COST,2023-06-27,COST,522.65,532.41,522.1,530.33,1673558,1.32
2023-06-28 COST,2023-06-28,COST,528.98,533.49,528.61,532.8,1245157,0.47
2023-06-29 COST,2023-06-29,COST,530.58,532.4475,528.95,531.69,1121756,-0.21
2023-06-30 COST,2023-06-30,COST,534.17,539.56,533.63,538.38,2222116,1.26
2023-07-03 COST,2023-07-03,COST,537.25,541.08,534.34,541.04,951399,0.49
2023-07-05 COST,2023-07-05,COST,541.22,546.05,537.5,541.13,1632415,0.02
2023-07-06 COST,2023-07-06,COST,538.88,540.3,536.58,537.37,1752931,-0.69
2023-07-07 COST,2023-07-07,COST,533.89,536.46,524.63,525.05,2740555,-2.29
2023-07-10 COST,2023-07-10,COST,525.06,531.15,525.06,527.01,1955628,0.37
2023-07-11 COST,2023-07-11,COST,527.5,530.76,526.1504,529.64,1262318,0.5
2023-07-12 COST,2023-07-12,COST,532.0,540.11,531.11,538.0,1960548,1.58
2023-07-13 COST,2023-07-13,COST,537.8,539.12,532.785,538.45,1647200,0.08
2023-07-14 COST,2023-07-14,COST,538.71,546.86,538.1,546.7,1828704,1.53
2023-07-17 COST,2023-07-17,COST,546.18,554.21,546.1,552.96,1910253,1.15
2023-07-18 COST,2023-07-18,COST,552.67,555.0,549.39,553.59,1779168,0.11
2023-07-19 COST,2023-07-19,COST,554.48,555.886,552.0201,554.11,1261093,0.09
2023-07-20 COST,2023-07-20,COST,553.81,561.065,553.71,556.96,1732780,0.51
2023-07-21 COST,2023-07-21,COST,559.17,562.05,557.45,557.86,5264337,0.16
2023-07-24 COST,2023-07-24,COST,558.0,566.57,555.875,563.93,2087252,1.09
2023-07-25 COST,2023-07-25,COST,566.77,567.549,564.3,565.19,1602739,0.22
2023-07-26 COST,2023-07-26,COST,565.51,568.025,563.42,566.17,1306402,0.17
2023-07-27 COST,2023-07-27,COST,567.72,571.16,560.6,561.83,1485269,-0.77
2023-07-28 COST,2023-07-28,COST,564.58,567.81,562.62,563.32,1371583,0.27
2023-07-31 COST,2023-07-31,COST,563.0,564.2908,559.05,560.67,1366148,-0.47
2023-08-01 COST,2023-08-01,COST,560.63,562.8799,554.54,555.47,1446026,-0.93
2023-08-02 COST,2023-08-02,COST,552.26,556.632,551.0171,552.35,1636012,-0.56
2023-08-03 COST,2023-08-03,COST,553.53,560.35,552.22,557.69,1464010,0.97
2023-08-04 COST,2023-08-04,COST,561.07,561.29,551.41,552.04,1141952,-1.01
2023-08-07 COST,2023-08-07,COST,554.99,559.56,554.99,558.41,1015378,1.15
2023-08-08 COST,2023-08-08,COST,558.0,558.895,551.84,556.12,1020524,-0.41
2023-08-09 COST,2023-08-09,COST,557.98,562.09,556.81,559.7,1471780,0.64
2023-08-10 COST,2023-08-10,COST,563.2,569.21,560.7,561.49,1107233,0.32
2023-08-11 COST,2023-08-11,COST,560.35,564.9999,559.033,562.96,1043176,0.26
2023-08-14 COST,2023-08-14,COST,564.77,567.71,560.44,561.47,1247567,-0.26
2023-08-15 COST,2023-08-15,COST,561.05,565.16,558.2,558.51,1124458,-0.53
2023-08-16 COST,2023-08-16,COST,561.7,564.95,558.72,559.05,1340290,0.1
2023-08-17 COST,2023-08-17,COST,559.47,560.42,545.08,547.11,1941923,-2.14
2023-08-18 COST,2023-08-18,COST,546.92,549.47,543.11,544.94,1878090,-0.4
2023-08-21 COST,2023-08-21,COST,543.86,545.15,536.3,543.21,2076349,-0.32
2023-08-22 COST,2023-08-22,COST,541.96,541.96,537.5,538.37,1286150,-0.89
2023-08-23 COST,2023-08-23,COST,538.96,541.17,536.24,540.86,1295812,0.46
2023-08-24 COST,2023-08-24,COST,539.29,541.0,530.82,531.71,1587505,-1.69
2023-08-25 COST,2023-08-25,COST,532.91,535.785,530.56,534.01,1511474,0.43
2023-08-28 COST,2023-08-28,COST,536.0,537.04,533.12,536.19,945776,0.41
2023-08-29 COST,2023-08-29,COST,534.34,543.07,534.34,542.77,1468521,1.23
2023-08-30 COST,2023-08-30,COST,542.73,544.4234,539.31,542.26,1292815,-0.09
2023-08-31 COST,2023-08-31,COST,540.0,552.2,540.0,549.28,2086507,1.29
2023-09-01 COST,2023-09-01,COST,553.07,553.48,540.64,544.25,1437729,-0.92
2023-09-05 COST,2023-09-05,COST,545.73,549.19,544.0,544.73,1714296,0.09
2023-09-06 COST,2023-09-06,COST,541.72,548.68,540.18,546.69,1476602,0.36
2023-09-07 COST,2023-09-07,COST,548.65,550.99,544.285,548.62,1340191,0.35
2023-09-08 COST,2023-09-08,COST,549.07,552.3799,548.1,551.19,1077496,0.47
2023-09-11 COST,2023-09-11,COST,552.81,559.39,551.86,558.78,1388639,1.38
2023-09-12 COST,2023-09-12,COST,559.28,560.4,556.18,558.79,1055620,0.0
2023-09-13 COST,2023-09-13,COST,558.3,560.4439,554.615,559.76,1162710,0.17
2023-09-14 COST,2023-09-14,COST,564.81,566.6993,560.25,564.77,1257325,0.9
2023-09-15 COST,2023-09-15,COST,565.33,565.51,555.54,556.36,2945317,-1.49
2023-09-18 COST,2023-09-18,COST,558.18,564.19,557.465,562.72,1003221,1.14
2023-09-19 COST,2023-09-19,COST,561.64,565.33,559.43,564.35,1145422,0.29
2023-09-20 COST,2023-09-20,COST,564.35,569.2189,562.66,563.83,1312150,-0.09
2023-09-21 COST,2023-09-21,COST,564.07,564.57,554.28,555.08,1688396,-1.55
2023-09-22 COST,2023-09-22,COST,555.16,562.97,554.78,558.59,1527941,0.63
2023-09-25 COST,2023-09-25,COST,559.49,561.27,554.735,558.62,1313326,0.01
2023-09-26 COST,2023-09-26,COST,559.15,561.37,552.0,552.96,2425106,-1.01
2023-09-27 COST,2023-09-27,COST,547.38,566.5,544.73,563.53,4591429,1.91
2023-09-28 COST,2023-09-28,COST,564.07,572.18,564.07,568.63,2192427,0.91
2023-09-29 COST,2023-09-29,COST,570.0,570.99,560.7,564.96,1887507,-0.65
2023-10-02 COST,2023-10-02,COST,567.91,571.74,564.0,571.31,1831713,1.12
2023-10-03 COST,2023-10-03,COST,571.1,576.1948,563.01,565.04,2007373,-1.1
2023-10-04 COST,2023-10-04,COST,569.49,572.61,563.7601,571.8,1798756,1.2
2023-10-05 COST,2023-10-05,COST,572.17,574.75,564.355,569.52,1579732,-0.4
2023-10-06 COST,2023-10-06,COST,566.09,566.95,542.63,557.53,4246692,-2.11
2023-10-09 COST,2023-10-09,COST,555.0,559.75,549.78,558.97,1781511,0.26
2023-10-10 COST,2023-10-10,COST,559.92,566.95,557.24,562.09,2176975,0.56
2023-10-11 COST,2023-10-11,COST,564.85,566.5,560.2,565.52,1449996,0.61
2023-10-12 COST,2023-10-12,COST,568.05,569.14,562.38,563.78,1457979,-0.31
2023-10-13 COST,2023-10-13,COST,563.85,567.44,561.98,566.84,1244163,0.54
2023-10-16 COST,2023-10-16,COST,569.69,574.0966,568.52,572.24,1428517,0.95
2023-10-17 COST,2023-10-17,COST,571.94,576.06,570.71,574.34,1404801,0.37
2023-10-18 COST,2023-10-18,COST,573.915,577.3,572.0,574.64,1311893,0.05
2023-10-19 COST,2023-10-19,COST,573.7,575.85,564.11,565.63,2019564,-1.57
2023-10-20 COST,2023-10-20,COST,566.54,566.67,552.01,552.93,2295445,-2.25
2023-10-23 COST,2023-10-23,COST,554.14,556.925,546.63,552.29,1776509,-0.12
2023-10-24 COST,2023-10-24,COST,552.1,555.99,549.325,551.84,1678622,-0.08
2023-10-25 COST,2023-10-25,COST,548.55,553.83,545.61,549.99,1757470,-0.34
2023-10-26 COST,2023-10-26,COST,549.65,554.66,545.5301,547.6,1925263,-0.43
2023-10-27 COST,2023-10-27,COST,547.6,548.03,540.23,543.03,1503322,-0.83
2023-10-30 COST,2023-10-30,COST,545.74,556.36,543.64,554.88,1696182,2.18
2023-10-31 COST,2023-10-31,COST,552.16,554.03,549.063,552.44,1394661,-0.44
2023-11-01 COST,2023-11-01,COST,555.0,558.44,549.65,556.8,1735315,0.79
2023-11-02 COST,2023-11-02,COST,556.5,559.51,552.01,555.97,2100573,-0.15
2023-11-03 COST,2023-11-03,COST,557.33,562.99,555.23,560.9,1826753,0.89
2023-11-06 COST,2023-11-06,COST,560.49,572.65,560.13,569.82,2056898,1.59
2023-11-07 COST,2023-11-07,COST,572.5,573.89,569.5575,571.27,1373229,0.25
2023-11-08 COST,2023-11-08,COST,572.12,572.99,564.295,567.38,1343554,-0.68
2023-11-09 COST,2023-11-09,COST,569.0,569.0,562.01,563.27,1288443,-0.72
2023-11-10 COST,2023-11-10,COST,567.9,577.885,564.94,577.12,1909263,2.46
2023-11-13 COST,2023-11-13,COST,575.0,579.95,573.485,578.23,1650942,0.19
2023-11-14 COST,2023-11-14,COST,581.74,591.55,581.21,590.8,2037639,2.17
2023-11-15 COST,2023-11-15,COST,593.99,599.89,593.39,596.78,2165104,1.01
2023-11-16 COST,2023-11-16,COST,586.38,586.585,572.24,578.58,2954653,-3.05
2023-11-17 COST,2023-11-17,COST,578.9,579.92,574.06,577.15,1774272,-0.25
2023-11-20 COST,2023-11-20,COST,577.34,582.32,577.34,580.8,1624460,0.63
2023-11-21 COST,2023-11-21,COST,582.0,584.95,577.71,584.3,1173710,0.6
2023-11-22 COST,2023-11-22,COST,586.85,591.1424,586.3451,589.08,1068932,0.82
2023-11-24 COST,2023-11-24,COST,591.02,594.195,590.41,591.36,645766,0.39
2023-11-27 COST,2023-11-27,COST,592.52,599.94,592.4125,594.9,1627378,0.6
2023-11-28 COST,2023-11-28,COST,593.19,597.42,591.4239,594.0,1286847,-0.15
2023-11-29 COST,2023-11-29,COST,595.2,595.21,587.42,587.86,1319844,-1.03
2023-11-30 COST,2023-11-30,COST,587.83,593.07,582.825,592.74,1755214,0.83
2023-12-01 COST,2023-12-01,COST,593.28,596.35,590.59,596.25,1475343,0.59
2023-12-04 COST,2023-12-04,COST,592.15,599.53,591.46,599.08,1624045,0.47
2023-12-05 COST,2023-12-05,COST,598.53,608.88,597.03,605.35,2349732,1.05
2023-12-06 COST,2023-12-06,COST,605.5,608.482,603.86,607.43,2118857,0.34
2023-12-07 COST,2023-12-07,COST,610.0,612.35,606.35,610.95,1690366,0.58
2023-12-08 COST,2023-12-08,COST,608.6,613.61,607.73,610.78,1502329,-0.03
2023-12-11 COST,2023-12-11,COST,621.97,625.03,618.7601,623.86,2139261,2.14
2023-12-12 COST,2023-12-12,COST,627.44,629.69,623.21,629.5,2374394,0.9
2023-12-13 COST,2023-12-13,COST,633.92,642.595,631.0,642.0,2436857,1.99
2023-12-14 COST,2023-12-14,COST,641.18,641.9,630.3,630.78,3839180,-1.75
2023-12-15 COST,2023-12-15,COST,641.5,661.88,640.5,658.82,8807735,4.45
2023-12-18 COST,2023-12-18,COST,664.5,681.91,661.1,681.24,5733447,3.4
2023-12-19 COST,2023-12-19,COST,675.0,680.7979,669.12,677.74,3430416,-0.51
2023-12-20 COST,2023-12-20,COST,671.79,674.35,660.8,661.0,3782659,-2.47
2023-12-21 COST,2023-12-21,COST,665.86,667.34,659.45,665.16,2388448,0.63
2023-12-22 COST,2023-12-22,COST,668.0,673.2733,666.0,671.6,1641675,0.97
2023-12-26 COST,2023-12-26,COST,673.01,675.86,670.78,674.62,1774769,0.45
2023-12-27 COST,2023-12-27,COST,662.7,668.58,660.4,666.8,1862726,-1.16
2023-12-28 COST,2023-12-28,COST,665.85,666.86,661.5901,663.1,1496929,-0.55
2023-12-29 COST,2023-12-29,COST,661.0,663.185,657.16,660.08,1947516,-0.46
2023-01-03 CRM,2023-01-03,CRM,135.19,136.95,133.03,134.78,8196354,1.65
2023-01-04 CRM,2023-01-04,CRM,141.22,141.85,137.615,139.59,14322576,3.57
2023-01-05 CRM,2023-01-05,CRM,137.64,138.59,134.24,136.34,8493489,-2.33
2023-01-06 CRM,2023-01-06,CRM,137.58,141.65,135.55,140.51,9145711,3.06
2023-01-09 CRM,2023-01-09,CRM,142.59,149.2,142.59,147.1,13679737,4.69
2023-01-10 CRM,2023-01-10,CRM,145.81,149.28,145.6039,147.44,6527711,0.23
2023-01-11 CRM,2023-01-11,CRM,145.28,147.04,143.56,144.9,13595042,-1.72
2023-01-12 CRM,2023-01-12,CRM,147.84,149.82,143.94,149.6,11678023,3.24
2023-01-13 CRM,2023-01-13,CRM,146.2,149.96,146.0942,149.51,8378111,-0.06
2023-01-17 CRM,2023-01-17,CRM,149.6,150.49,146.1001,148.47,9407610,-0.7
2023-01-18 CRM,2023-01-18,CRM,148.86,149.54,145.29,145.45,7812580,-2.03
2023-01-19 CRM,2023-01-19,CRM,143.52,146.68,143.16,146.41,7070135,0.66
2023-01-20 CRM,2023-01-20,CRM,144.3,151.525,144.3,151.25,10127053,3.31
2023-01-23 CRM,2023-01-23,CRM,157.35,157.87,153.23,155.87,19922870,3.05
2023-01-24 CRM,2023-01-24,CRM,154.61,160.21,154.5,154.86,6390216,-0.65
2023-01-25 CRM,2023-01-25,CRM,151.21,156.4,149.82,156.17,9390506,0.85
2023-01-26 CRM,2023-01-26,CRM,158.19,165.17,158.1,165.09,13354588,5.71
2023-01-27 CRM,2023-01-27,CRM,165.05,167.24,163.6,164.52,9872265,-0.35
2023-01-30 CRM,2023-01-30,CRM,164.07,166.44,163.4,164.75,8169797,0.14
2023-01-31 CRM,2023-01-31,CRM,164.28,168.01,164.28,167.97,6421297,1.95
2023-02-01 CRM,2023-02-01,CRM,167.73,173.08,167.0,171.82,8853905,2.29
2023-02-02 CRM,2023-02-02,CRM,175.71,178.84,172.9,174.64,10667075,1.64
2023-02-03 CRM,2023-02-03,CRM,170.02,175.08,169.86,171.04,6481708,-2.06
2023-02-06 CRM,2023-02-06,CRM,168.0,171.17,167.35,169.05,4310553,-1.16
2023-02-07 CRM,2023-02-07,CRM,167.57,171.73,166.61,171.28,6179220,1.32
2023-02-08 CRM,2023-02-08,CRM,170.0,172.45,169.2317,169.63,7694533,-0.96
2023-02-09 CRM,2023-02-09,CRM,173.33,175.38,172.01,173.66,11512319,2.38
2023-02-10 CRM,2023-02-10,CRM,167.655,169.74,165.33,167.03,11273735,-3.82
2023-02-13 CRM,2023-02-13,CRM,168.28,171.16,166.95,171.08,8820334,2.42
2023-02-14 CRM,2023-02-14,CRM,168.22,172.79,167.85,169.96,8393074,-0.65
2023-02-15 CRM,2023-02-15,CRM,168.85,171.605,168.24,171.1,4998274,0.67
2023-02-16 CRM,2023-02-16,CRM,168.99,170.37,167.9573,168.11,7483541,-1.75
2023-02-17 CRM,2023-02-17,CRM,165.03,167.11,162.74,165.17,8084490,-1.75
2023-02-21 CRM,2023-02-21,CRM,163.74,164.51,161.45,161.62,5210800,-2.15
2023-02-22 CRM,2023-02-22,CRM,163.11,165.0,162.11,163.36,4343685,1.08
2023-02-23 CRM,2023-02-23,CRM,165.29,165.47,161.57,164.12,4679419,0.47
2023-02-24 CRM,2023-02-24,CRM,160.59,162.39,159.655,162.2,6569915,-1.17
2023-02-27 CRM,2023-02-27,CRM,163.84,164.77,162.22,163.14,6891182,0.58
2023-02-28 CRM,2023-02-28,CRM,162.53,164.45,161.53,163.61,6912624,0.29
2023-03-01 CRM,2023-03-01,CRM,162.99,167.98,162.98,167.35,15841217,2.29
2023-03-02 CRM,2023-03-02,CRM,193.12,193.91,185.2,186.59,37719871,11.5
2023-03-03 CRM,2023-03-03,CRM,188.07,189.77,184.29,186.43,12087193,-0.09
2023-03-06 CRM,2023-03-06,CRM,185.07,189.0,183.625,183.8,10770253,-1.41
2023-03-07 CRM,2023-03-07,CRM,184.455,186.16,183.03,183.32,9024333,-0.26
2023-03-08 CRM,2023-03-08,CRM,183.3,184.9,181.8,182.95,6749072,-0.2
2023-03-09 CRM,2023-03-09,CRM,183.1,183.8441,178.54,178.72,7102401,-2.31
2023-03-10 CRM,2023-03-10,CRM,178.5,179.36,171.71,173.18,14108961,-3.1
2023-03-13 CRM,2023-03-13,CRM,171.0,177.1,170.0,175.51,9154758,1.35
2023-03-14 CRM,2023-03-14,CRM,180.0,185.31,179.11,182.89,10138054,4.2
2023-03-15 CRM,2023-03-15,CRM,179.16,183.86,178.21,182.91,7716870,0.01
2023-03-16 CRM,2023-03-16,CRM,183.3,187.65,182.98,187.3,8370712,2.4
2023-03-17 CRM,2023-03-17,CRM,186.04,187.66,184.175,184.85,10493254,-1.31
2023-03-20 CRM,2023-03-20,CRM,184.21,185.52,182.65,185.25,5513205,0.22
2023-03-21 CRM,2023-03-21,CRM,185.87,189.28,184.89,188.68,6982001,1.85
2023-03-22 CRM,2023-03-22,CRM,190.0,191.44,186.41,186.51,6575610,-1.15
2023-03-23 CRM,2023-03-23,CRM,187.4,190.56,185.58,187.44,8685007,0.5
2023-03-24 CRM,2023-03-24,CRM,186.5,190.32,186.09,190.06,6104529,1.4
2023-03-27 CRM,2023-03-27,CRM,188.92,192.11,188.905,191.26,7776500,0.63
2023-03-28 CRM,2023-03-28,CRM,191.18,192.83,191.18,192.3,4899041,0.54
2023-03-29 CRM,2023-03-29,CRM,193.14,197.43,192.88,196.64,8085228,2.26
2023-03-30 CRM,2023-03-30,CRM,197.77,198.17,195.49,196.6,6932465,-0.02
2023-03-31 CRM,2023-03-31,CRM,197.49,200.0,196.99,199.78,6634260,1.62
2023-04-03 CRM,2023-04-03,CRM,198.22,198.93,195.53,196.49,5340770,-1.65
2023-04-04 CRM,2023-04-04,CRM,198.15,198.7025,196.62,197.2,4659099,0.36
2023-04-05 CRM,2023-04-05,CRM,198.0,198.29,193.73,195.31,3953707,-0.96
2023-04-06 CRM,2023-04-06,CRM,194.0,194.07,189.6,192.55,6304734,-1.41
2023-04-10 CRM,2023-04-10,CRM,190.59,192.55,189.28,191.49,5263845,-0.55
2023-04-11 CRM,2023-04-11,CRM,189.06,190.46,187.31,188.89,4907689,-1.36
2023-04-12 CRM,2023-04-12,CRM,190.3,191.885,189.53,190.32,5033376,0.76
2023-04-13 CRM,2023-04-13,CRM,190.45,194.375,190.45,194.02,4716442,1.94
2023-04-14 CRM,2023-04-14,CRM,191.85,195.17,191.19,194.65,5073782,0.32
2023-04-17 CRM,2023-04-17,CRM,195.16,197.52,195.03,197.08,5271547,1.25
2023-04-18 CRM,2023-04-18,CRM,199.08,200.12,197.06,198.5,4679040,0.72
2023-04-19 CRM,2023-04-19,CRM,196.3,199.07,195.73,198.92,3665103,0.21
2023-04-20 CRM,2023-04-20,CRM,197.18,200.0828,196.82,197.51,3619971,-0.71
2023-04-21 CRM,2023-04-21,CRM,197.03,199.12,196.465,199.03,4860102,0.77
2023-04-24 CRM,2023-04-24,CRM,198.45,198.77,194.0601,194.92,4449683,-2.07
2023-04-25 CRM,2023-04-25,CRM,193.97,194.12,190.63,190.67,5009990,-2.18
2023-04-26 CRM,2023-04-26,CRM,192.62,194.37,190.57,191.52,3979384,0.45
2023-04-27 CRM,2023-04-27,CRM,194.17,197.51,193.27,195.94,4794364,2.31
2023-04-28 CRM,2023-04-28,CRM,196.15,198.645,195.27,198.37,4094567,1.24
2023-05-01 CRM,2023-05-01,CRM,197.76,199.05,197.12,197.79,2882931,-0.29
2023-05-02 CRM,2023-05-02,CRM,198.02,198.41,192.931,193.84,6051017,-2.0
2023-05-03 CRM,2023-05-03,CRM,194.21,195.79,192.56,192.61,3779878,-0.63
2023-05-04 CRM,2023-05-04,CRM,191.9,194.56,190.76,192.38,4386506,-0.12
2023-05-05 CRM,2023-05-05,CRM,193.95,198.11,193.25,197.59,4284371,2.71
2023-05-08 CRM,2023-05-08,CRM,198.72,200.4999,196.08,197.9,4169404,0.16
2023-05-09 CRM,2023-05-09,CRM,196.78,203.8,196.78,201.18,6996781,1.66
2023-05-10 CRM,2023-05-10,CRM,204.94,206.28,203.04,204.85,6535555,1.82
2023-05-11 CRM,2023-05-11,CRM,202.91,203.8,198.5543,203.47,5366315,-0.67
2023-05-12 CRM,2023-05-12,CRM,203.43,203.964,200.13,201.81,4733643,-0.82
2023-05-15 CRM,2023-05-15,CRM,203.75,205.3999,202.475,203.33,4518205,0.75
2023-05-16 CRM,2023-05-16,CRM,201.93,205.67,201.75,204.56,4424764,0.6
2023-05-17 CRM,2023-05-17,CRM,206.495,209.49,204.8,209.38,5772221,2.36
2023-05-18 CRM,2023-05-18,CRM,209.5,213.88,209.33,213.32,5165465,1.88
2023-05-19 CRM,2023-05-19,CRM,212.96,213.24,209.93,210.36,6091604,-1.39
2023-05-22 CRM,2023-05-22,CRM,209.17,212.82,209.04,210.26,3890834,-0.05
2023-05-23 CRM,2023-05-23,CRM,207.74,209.64,206.47,206.64,4256810,-1.72
